Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
16.0,61,2.0,1.0,1,6.0,81,2,,0,2,1,-1,2,1.0,,0,60
14.0,70,2.0,2.0,1,9.0,88,1,1.0,0,3,1,1,4,1.0,2.0,1,64
23.0,81,2.0,2.0,0,7.0,88,1,1.0,1,1,1,1,4,3.0,1.0,0,69
27.0,61,3.0,3.0,1,10.0,86,2,,3,2,1,1,3,,1.0,1,70
24.0,71,,3.0,1,,55,1,1.0,2,3,1,1,3,1.0,3.0,0,67
26.0,81,2.0,2.0,0,10.0,71,1,1.0,0,2,1,1,5,,1.0,1,67
,83,2.0,,1,8.0,91,2,1.0,0,1,1,0,3,1.0,3.0,0,64
11.0,97,2.0,2.0,1,8.0,83,1,1.0,4,2,1,-1,2,,3.0,0,68
29.0,86,2.0,3.0,0,10.0,84,1,1.0,1,1,1,1,4,,1.0,1,72
,77,2.0,3.0,1,6.0,61,2,1.0,1,1,1,0,3,,1.0,1,65
18.0,97,2.0,3.0,0,8.0,66,1,1.0,2,2,1,0,2,1.0,2.0,0,70
,91,3.0,2.0,0,7.0,98,1,1.0,2,1,1,1,5,3.0,1.0,0,75
23.0,68,,1.0,1,7.0,92,2,0.0,3,1,1,0,4,,1.0,0,65
23.0,65,2.0,3.0,1,,58,1,1.0,1,1,1,0,3,1.0,2.0,1,63
33.0,87,2.0,3.0,0,8.0,77,1,1.0,0,1,1,1,3,,1.0,0,71
16.0,82,2.0,1.0,1,8.0,75,2,1.0,2,2,1,1,2,1.0,1.0,1,66
26.0,92,2.0,,1,,72,2,1.0,1,1,1,0,3,,2.0,1,69
20.0,90,3.0,2.0,0,7.0,74,1,0.0,0,3,1,1,3,3.0,2.0,1,68
,85,2.0,3.0,0,4.0,82,2,1.0,1,2,1,1,2,3.0,1.0,0,71
29.0,99,3.0,2.0,1,8.0,98,3,0.0,5,1,1,0,2,3.0,1.0,0,77
23.0,81,3.0,1.0,1,10.0,94,3,1.0,1,2,1,0,2,1.0,1.0,1,70
23.0,65,2.0,2.0,0,7.0,94,2,1.0,1,3,1,-1,3,1.0,1.0,1,66
26.0,93,3.0,2.0,0,5.0,85,1,1.0,1,3,1,1,3,1.0,2.0,1,73
18.0,70,2.0,2.0,1,8.0,51,2,,1,1,1,-1,3,1.0,2.0,0,62
15.0,91,2.0,2.0,0,6.0,72,1,1.0,0,2,1,0,2,,2.0,1,65
14.0,98,3.0,3.0,1,7.0,76,2,,0,1,1,0,2,3.0,1.0,0,71
8.0,88,2.0,2.0,1,8.0,92,3,1.0,1,1,1,-1,4,1.0,1.0,0,66
32.0,84,1.0,2.0,1,8.0,96,2,,1,1,1,1,3,,1.0,1,72
13.0,78,2.0,2.0,1,,73,2,,0,2,1,-1,4,,1.0,0,64
19.0,75,2.0,2.0,0,7.0,65,1,,0,1,1,0,4,,1.0,1,63
18.0,74,,2.0,1,7.0,67,1,1.0,0,1,1,1,3,,1.0,0,63
22.0,85,3.0,2.0,0,8.0,79,3,,5,2,1,0,2,,1.0,1,72
25.0,90,2.0,2.0,1,7.0,64,2,1.0,2,2,1,1,2,,2.0,0,71
25.0,87,3.0,3.0,1,6.0,96,1,0.0,3,2,1,1,2,,2.0,1,72
,68,2.0,3.0,1,,71,2,1.0,1,2,1,0,2,,1.0,0,65
19.0,80,2.0,2.0,1,5.0,100,2,,0,2,1,0,3,,1.0,1,67
22.0,92,1.0,,1,7.0,55,1,1.0,1,1,1,1,4,,2.0,1,68
19.0,79,2.0,3.0,1,5.0,59,2,1.0,2,1,1,0,2,3.0,3.0,0,66
30.0,81,2.0,3.0,0,6.0,76,2,1.0,0,3,1,1,3,3.0,1.0,0,72
23.0,91,3.0,2.0,0,6.0,93,2,1.0,3,1,1,0,3,,2.0,1,71
24.0,86,2.0,3.0,0,6.0,68,1,1.0,3,1,1,1,3,1.0,2.0,1,70
24.0,76,2.0,2.0,0,9.0,92,2,1.0,1,2,1,0,3,3.0,1.0,1,68
27.0,96,2.0,3.0,0,9.0,71,1,1.0,0,1,1,1,4,1.0,1.0,1,72
21.0,67,1.0,2.0,1,9.0,93,3,1.0,1,1,1,0,3,1.0,1.0,0,66
12.0,100,2.0,,0,7.0,64,2,1.0,1,2,1,1,6,,1.0,0,69
22.0,65,1.0,,1,6.0,74,3,1.0,2,2,1,1,1,1.0,1.0,0,65
,61,3.0,3.0,0,8.0,64,2,1.0,1,1,1,1,3,,3.0,0,62
17.0,96,3.0,3.0,0,7.0,61,1,1.0,1,1,1,1,1,1.0,2.0,1,69
24.0,70,2.0,2.0,1,7.0,71,2,1.0,1,2,1,-1,4,,1.0,0,65
27.0,89,2.0,1.0,0,4.0,67,2,1.0,2,1,1,0,4,1.0,1.0,1,69
20.0,92,1.0,,1,,89,2,1.0,1,1,1,0,3,,2.0,1,69
22.0,94,3.0,2.0,1,8.0,87,2,1.0,2,1,1,0,5,1.0,1.0,1,73
30.0,100,3.0,2.0,1,7.0,68,1,1.0,2,2,1,0,2,3.0,1.0,1,75
21.0,72,3.0,3.0,1,8.0,100,2,1.0,3,1,1,1,3,1.0,3.0,0,70
36.0,88,,3.0,0,8.0,99,3,1.0,0,1,1,-1,3,1.0,1.0,1,74
23.0,65,2.0,,1,,96,2,1.0,0,1,1,1,3,,1.0,0,65
9.0,76,2.0,2.0,0,7.0,79,2,1.0,1,2,1,-1,3,1.0,1.0,0,63
25.0,94,3.0,3.0,0,5.0,71,1,1.0,4,2,1,-1,4,1.0,1.0,1,74
22.0,75,,3.0,1,9.0,66,1,1.0,0,1,1,0,2,3.0,1.0,0,67
28.0,84,2.0,2.0,1,8.0,51,2,0.0,3,2,1,1,4,3.0,1.0,1,71
24.0,80,3.0,,1,6.0,82,2,1.0,1,1,1,0,3,1.0,2.0,1,68
19.0,86,3.0,2.0,0,8.0,78,2,1.0,2,2,1,-1,4,1.0,1.0,1,69
13.0,99,,3.0,0,7.0,81,2,1.0,0,2,1,1,4,3.0,1.0,0,71
19.0,62,3.0,2.0,1,6.0,79,1,1.0,7,2,1,0,2,,1.0,1,66
15.0,83,2.0,2.0,1,7.0,57,1,1.0,0,2,1,1,3,3.0,1.0,0,65
17.0,95,2.0,1.0,1,8.0,85,1,0.0,1,1,1,-1,2,1.0,2.0,1,66
24.0,79,1.0,1.0,1,8.0,68,3,1.0,2,1,1,-1,2,,1.0,0,65
30.0,63,2.0,2.0,0,10.0,76,2,1.0,1,2,1,0,4,3.0,2.0,1,67
22.0,82,3.0,2.0,0,7.0,68,3,1.0,2,1,1,0,4,3.0,1.0,0,70
13.0,73,2.0,2.0,1,7.0,51,2,1.0,1,1,1,1,4,3.0,1.0,0,63
23.0,66,1.0,1.0,0,8.0,94,1,1.0,1,2,1,0,3,3.0,2.0,0,64
27.0,94,,2.0,1,7.0,57,2,1.0,1,2,1,0,1,,1.0,0,71
,81,2.0,3.0,1,6.0,79,2,1.0,2,1,1,1,3,1.0,2.0,1,68
19.0,97,2.0,1.0,0,,94,2,1.0,2,3,1,0,4,3.0,1.0,0,72
,92,2.0,3.0,1,4.0,61,2,1.0,2,3,1,0,4,1.0,1.0,0,71
15.0,88,1.0,1.0,1,8.0,71,2,0.0,1,1,1,1,2,3.0,2.0,0,64
24.0,60,3.0,1.0,1,5.0,69,2,1.0,1,2,1,0,5,,2.0,0,64
,77,3.0,2.0,1,6.0,54,1,1.0,3,3,1,-1,2,1.0,2.0,0,66
23.0,68,2.0,3.0,1,7.0,71,3,1.0,3,2,1,1,3,,2.0,1,68
15.0,96,3.0,2.0,0,,74,2,1.0,2,1,1,1,2,,3.0,0,68
17.0,67,3.0,2.0,1,10.0,51,2,1.0,3,1,1,1,5,,1.0,0,65
24.0,71,2.0,2.0,1,5.0,74,2,1.0,1,2,1,1,3,,1.0,0,67
18.0,81,2.0,1.0,1,10.0,55,1,1.0,3,1,1,-1,2,,1.0,0,64
30.0,71,3.0,2.0,1,9.0,95,3,0.0,1,2,1,0,4,1.0,1.0,0,70
18.0,68,2.0,,1,8.0,83,1,1.0,1,1,1,1,2,1.0,1.0,0,65
21.0,84,2.0,1.0,0,9.0,53,1,,2,2,1,-1,3,,2.0,1,65
26.0,64,3.0,2.0,0,,91,3,1.0,1,2,1,1,4,,1.0,0,68
11.0,62,2.0,3.0,1,4.0,68,2,1.0,2,3,1,-1,3,,2.0,0,61
9.0,75,,1.0,0,8.0,61,3,1.0,3,2,1,0,3,,1.0,0,63
11.0,89,2.0,2.0,1,5.0,63,2,1.0,0,2,1,0,2,1.0,1.0,1,65
28.0,82,2.0,2.0,1,6.0,80,2,1.0,1,1,1,0,5,,3.0,1,69
17.0,77,2.0,2.0,0,7.0,54,1,1.0,1,1,1,1,2,1.0,1.0,0,64
35.0,83,2.0,1.0,0,,53,2,1.0,1,1,1,0,2,,1.0,1,69
17.0,75,3.0,2.0,1,8.0,81,1,1.0,3,3,1,0,3,3.0,1.0,0,67
21.0,97,,3.0,1,7.0,99,3,1.0,1,2,1,0,1,3.0,2.0,0,74
29.0,62,3.0,2.0,1,8.0,74,2,1.0,1,1,1,-1,3,1.0,1.0,0,66
32.0,87,,3.0,1,7.0,71,2,1.0,0,3,1,0,4,1.0,1.0,0,72
32.0,96,2.0,1.0,1,7.0,97,1,,1,1,1,0,5,1.0,2.0,0,73
27.0,92,3.0,2.0,0,6.0,62,3,,0,2,1,1,4,1.0,1.0,0,73
26.0,67,1.0,2.0,1,5.0,62,3,1.0,0,2,1,-1,2,,2.0,0,63
24.0,72,3.0,,1,7.0,95,2,1.0,3,1,1,-1,2,3.0,1.0,0,69
,89,1.0,1.0,1,6.0,82,3,1.0,2,1,1,0,6,3.0,1.0,0,71
17.0,63,3.0,2.0,0,9.0,53,3,1.0,1,1,1,0,4,1.0,2.0,0,63
15.0,92,2.0,,1,5.0,84,2,1.0,0,3,1,1,5,,2.0,1,69
20.0,89,3.0,3.0,1,,91,1,1.0,3,2,1,0,3,1.0,2.0,0,72
19.0,89,3.0,1.0,1,7.0,64,2,1.0,2,1,1,1,4,3.0,2.0,1,68
17.0,64,1.0,3.0,0,7.0,69,2,1.0,1,2,1,-1,3,,1.0,1,62
24.0,89,1.0,,1,6.0,60,2,1.0,1,1,1,0,2,,1.0,0,68
26.0,87,2.0,2.0,1,8.0,82,3,,1,1,1,-1,2,3.0,1.0,0,71
21.0,93,2.0,1.0,1,7.0,83,1,0.0,1,3,1,0,3,,2.0,0,67
29.0,62,1.0,3.0,1,7.0,53,3,1.0,0,1,1,1,3,1.0,2.0,1,65
13.0,61,1.0,2.0,1,8.0,84,3,0.0,1,2,1,0,3,3.0,3.0,0,60
19.0,75,2.0,3.0,1,8.0,83,3,1.0,2,3,1,0,2,,1.0,0,68
16.0,66,1.0,2.0,1,9.0,52,2,1.0,1,2,1,-1,3,,1.0,0,59
9.0,82,3.0,2.0,0,8.0,78,2,1.0,0,3,1,0,0,,2.0,1,64
20.0,97,3.0,,1,6.0,81,3,1.0,2,1,1,0,3,,2.0,0,71
19.0,76,3.0,3.0,0,,72,1,1.0,2,3,1,0,2,1.0,2.0,1,68
29.0,94,1.0,2.0,1,7.0,95,2,0.0,2,1,1,0,3,1.0,2.0,0,70
24.0,60,1.0,1.0,0,7.0,66,2,1.0,1,2,1,0,4,1.0,1.0,1,62
14.0,67,2.0,2.0,0,10.0,53,2,1.0,2,3,1,0,3,1.0,1.0,0,62
31.0,61,3.0,2.0,0,7.0,84,2,1.0,2,2,1,0,3,,1.0,0,68
27.0,73,2.0,2.0,0,8.0,80,1,1.0,3,2,1,-1,3,,1.0,1,68
23.0,96,2.0,2.0,1,,99,3,1.0,3,1,1,1,4,,1.0,1,74
19.0,64,1.0,2.0,0,8.0,62,2,1.0,0,3,1,1,4,1.0,1.0,0,61
14.0,84,2.0,2.0,1,8.0,70,2,1.0,1,1,1,0,5,1.0,1.0,0,67
18.0,78,2.0,1.0,0,6.0,73,2,1.0,1,3,1,1,2,,2.0,1,65
27.0,98,1.0,,1,6.0,93,1,0.0,5,3,1,1,3,,2.0,1,101
31.0,65,2.0,1.0,1,7.0,71,2,1.0,1,1,1,0,4,,2.0,0,65
29.0,68,2.0,2.0,0,4.0,89,2,1.0,0,2,1,0,4,1.0,1.0,0,67
17.0,61,2.0,3.0,1,7.0,58,1,1.0,2,1,1,1,3,,1.0,1,61
13.0,77,2.0,2.0,0,6.0,70,2,1.0,3,2,1,0,4,,1.0,0,64
21.0,71,3.0,1.0,0,7.0,58,3,1.0,1,2,1,1,3,1.0,3.0,1,64
9.0,95,2.0,2.0,1,7.0,97,2,1.0,1,1,1,0,2,1.0,1.0,0,67
22.0,84,,2.0,1,,59,2,1.0,0,3,1,1,3,1.0,1.0,1,69
19.0,85,,2.0,1,9.0,71,1,,1,2,1,1,2,3.0,2.0,1,69
17.0,81,3.0,2.0,0,7.0,54,2,,4,1,1,1,3,,1.0,1,67
10.0,64,,3.0,0,8.0,96,2,,1,2,1,0,3,,2.0,0,62
23.0,78,1.0,3.0,0,7.0,81,2,1.0,0,1,1,0,1,,1.0,0,66
17.0,100,3.0,2.0,0,8.0,98,1,1.0,0,2,1,1,4,1.0,1.0,0,72
13.0,93,2.0,2.0,1,5.0,52,1,1.0,2,2,1,1,3,1.0,1.0,1,67
3.0,96,3.0,3.0,1,9.0,59,2,1.0,2,1,1,-1,3,1.0,2.0,1,66
20.0,93,1.0,1.0,1,8.0,69,2,,2,1,1,0,4,,2.0,0,67
31.0,64,3.0,1.0,1,7.0,81,1,1.0,1,2,1,1,4,,1.0,1,67
30.0,69,,2.0,1,7.0,66,2,1.0,0,2,1,1,4,3.0,1.0,1,68
17.0,60,3.0,2.0,1,9.0,86,2,1.0,0,1,1,1,2,,1.0,0,63
16.0,72,2.0,3.0,0,6.0,58,1,1.0,1,2,1,-1,2,,3.0,0,62
23.0,64,3.0,2.0,1,5.0,80,1,1.0,3,2,1,-1,2,1.0,2.0,1,65
14.0,79,2.0,2.0,1,6.0,70,2,1.0,1,1,1,1,6,1.0,2.0,0,65
22.0,87,2.0,3.0,1,7.0,75,2,1.0,0,2,1,1,2,1.0,1.0,1,70
25.0,95,1.0,2.0,0,7.0,78,2,1.0,7,1,1,1,4,,1.0,0,73
27.0,90,3.0,2.0,1,9.0,53,2,,1,2,1,1,2,3.0,1.0,1,73
,98,2.0,1.0,1,,96,2,0.0,2,1,1,-1,2,,2.0,0,68
19.0,62,,1.0,0,6.0,89,3,1.0,3,2,1,1,1,,2.0,0,63
15.0,60,2.0,1.0,1,5.0,72,3,1.0,2,3,1,1,2,,1.0,0,62
15.0,86,3.0,2.0,1,8.0,77,2,,0,2,1,1,3,3.0,1.0,0,69
,72,2.0,3.0,0,5.0,52,2,1.0,2,2,1,0,3,3.0,1.0,0,66
22.0,70,2.0,,1,8.0,75,3,,0,2,1,1,3,3.0,1.0,0,68
25.0,73,3.0,2.0,1,6.0,71,1,1.0,0,1,1,1,3,1.0,3.0,1,67
15.0,71,3.0,3.0,1,6.0,69,1,1.0,2,1,1,-1,4,1.0,1.0,1,65
,80,1.0,2.0,1,10.0,91,3,,1,3,1,1,3,1.0,2.0,0,70
18.0,78,1.0,2.0,1,9.0,59,3,0.0,0,3,1,1,1,,2.0,1,64
20.0,80,,,1,7.0,59,3,1.0,2,2,1,0,3,,2.0,0,65
16.0,87,2.0,2.0,0,5.0,76,3,,1,1,1,0,2,3.0,3.0,1,67
5.0,75,2.0,1.0,1,,84,2,1.0,0,3,1,0,4,3.0,2.0,1,62
25.0,70,2.0,2.0,1,7.0,51,3,1.0,3,1,1,1,4,,2.0,0,66
24.0,67,3.0,3.0,1,7.0,77,1,1.0,0,3,1,1,2,1.0,1.0,1,68
18.0,74,2.0,1.0,0,8.0,65,3,,0,2,1,1,4,1.0,2.0,1,64
20.0,90,3.0,1.0,0,4.0,88,2,1.0,3,1,1,-1,3,,2.0,0,69
23.0,90,2.0,2.0,1,6.0,73,1,,1,3,1,1,2,,1.0,1,69
11.0,87,2.0,2.0,1,7.0,92,2,1.0,1,2,1,1,5,,2.0,1,67
17.0,69,2.0,2.0,1,7.0,70,1,1.0,0,1,1,0,3,1.0,2.0,0,61
25.0,84,3.0,2.0,1,5.0,91,1,,1,2,1,1,4,3.0,2.0,1,70
12.0,83,,2.0,1,,86,1,1.0,1,3,1,-1,4,1.0,1.0,1,65
22.0,79,2.0,2.0,1,7.0,91,1,1.0,0,1,1,1,4,1.0,2.0,0,66
12.0,82,1.0,2.0,1,10.0,91,2,,3,1,1,-1,3,3.0,1.0,0,66
23.0,80,2.0,,1,,74,2,1.0,4,2,1,-1,3,,2.0,0,69
20.0,83,2.0,2.0,1,7.0,68,3,1.0,1,2,1,1,1,,1.0,1,67
10.0,89,3.0,3.0,1,7.0,88,2,1.0,2,3,1,1,2,3.0,1.0,1,71
27.0,64,3.0,3.0,1,,68,3,1.0,1,1,1,0,4,,1.0,0,68
16.0,90,2.0,,0,7.0,54,3,0.0,2,2,1,1,3,,1.0,1,67
,65,3.0,2.0,0,5.0,93,1,,2,1,1,0,4,,1.0,1,63
21.0,63,2.0,2.0,0,10.0,70,1,1.0,1,3,1,1,2,1.0,1.0,1,64
27.0,99,3.0,2.0,1,6.0,57,2,1.0,3,1,1,0,3,1.0,2.0,0,73
14.0,98,2.0,2.0,1,10.0,82,3,1.0,1,1,1,1,3,,2.0,0,69
20.0,62,3.0,1.0,0,8.0,94,3,1.0,1,2,1,1,3,,1.0,1,65
23.0,78,3.0,1.0,1,6.0,93,2,,0,2,1,1,5,3.0,1.0,0,70
24.0,67,3.0,2.0,1,,78,1,1.0,1,1,1,1,2,,1.0,1,67
21.0,79,2.0,1.0,1,8.0,54,3,1.0,3,1,1,1,3,3.0,2.0,1,67
18.0,93,2.0,3.0,1,5.0,85,2,1.0,0,1,1,1,3,,1.0,0,70
15.0,98,3.0,1.0,0,8.0,80,1,0.0,2,3,1,-1,2,3.0,1.0,1,69
21.0,85,3.0,2.0,0,10.0,61,3,1.0,2,2,1,0,2,,1.0,0,68
14.0,74,2.0,3.0,0,5.0,95,3,1.0,1,1,1,1,3,1.0,1.0,0,66
2.0,84,1.0,3.0,0,8.0,54,1,1.0,3,1,1,1,4,,1.0,0,62
23.0,72,2.0,,1,6.0,69,1,1.0,2,3,1,1,4,,1.0,0,67
25.0,96,,1.0,1,9.0,55,3,,2,2,1,0,4,,2.0,0,71
6.0,95,3.0,2.0,1,7.0,96,2,1.0,4,1,1,0,2,,2.0,1,68
14.0,82,3.0,2.0,1,,52,3,,3,1,1,-1,2,,1.0,1,66
24.0,73,1.0,2.0,1,9.0,71,3,1.0,0,1,1,0,3,,2.0,0,64
32.0,72,3.0,2.0,1,8.0,93,1,1.0,1,1,1,0,4,3.0,1.0,1,71
20.0,61,1.0,1.0,1,6.0,63,2,1.0,1,2,1,1,4,1.0,3.0,0,61
16.0,93,,,0,10.0,55,2,0.0,2,1,1,0,2,1.0,1.0,0,67
19.0,78,2.0,1.0,1,5.0,56,1,1.0,3,3,1,0,4,1.0,2.0,1,65
28.0,73,3.0,2.0,1,,70,1,0.0,0,1,1,-1,6,1.0,2.0,1,66
,79,3.0,3.0,1,6.0,71,2,1.0,2,1,1,0,4,,1.0,1,68
15.0,93,2.0,,0,5.0,86,2,1.0,0,1,1,0,2,1.0,3.0,0,66
17.0,65,,2.0,0,5.0,62,2,,2,2,1,1,4,,1.0,1,63
14.0,94,1.0,1.0,1,7.0,85,1,1.0,1,3,1,0,3,,2.0,1,66
21.0,96,,3.0,0,8.0,100,2,1.0,1,3,1,1,2,1.0,1.0,1,73
30.0,98,2.0,1.0,1,,93,2,1.0,1,1,1,1,3,,1.0,0,88
22.0,76,2.0,2.0,0,9.0,82,3,1.0,0,2,1,0,4,,1.0,0,67
18.0,69,3.0,3.0,1,,97,2,1.0,2,2,1,1,2,1.0,1.0,1,69
18.0,75,2.0,1.0,1,6.0,100,3,1.0,2,1,1,1,3,,1.0,1,67
11.0,73,2.0,,1,9.0,79,2,1.0,1,1,1,0,2,,1.0,0,64
25.0,67,2.0,3.0,1,6.0,64,2,0.0,0,1,1,0,2,,2.0,0,64
20.0,84,1.0,2.0,0,5.0,96,1,1.0,1,1,1,-1,2,,1.0,0,65
19.0,79,2.0,2.0,0,8.0,92,3,1.0,1,2,1,1,2,,1.0,0,68
39.0,95,2.0,3.0,1,9.0,54,3,,2,2,1,1,3,,2.0,0,77
22.0,61,2.0,2.0,1,6.0,97,3,1.0,0,1,1,-1,2,,1.0,0,63
15.0,86,3.0,3.0,1,10.0,68,2,1.0,0,3,1,0,5,1.0,1.0,0,69
17.0,91,2.0,2.0,1,8.0,66,2,,3,2,1,1,2,1.0,1.0,0,69
27.0,90,2.0,1.0,0,8.0,67,2,1.0,2,2,1,-1,3,3.0,1.0,0,70
21.0,95,3.0,,1,6.0,66,3,1.0,1,2,1,1,4,1.0,1.0,0,73
11.0,89,2.0,1.0,1,9.0,76,2,1.0,1,2,1,0,3,3.0,3.0,0,66
26.0,97,2.0,1.0,0,5.0,79,3,1.0,2,1,1,1,3,,1.0,1,71
16.0,73,2.0,1.0,1,6.0,71,2,,2,3,1,1,5,1.0,1.0,0,66
31.0,80,2.0,2.0,1,6.0,71,3,1.0,2,1,1,0,3,,1.0,1,71
26.0,61,,1.0,1,,87,2,1.0,3,3,1,1,2,,1.0,0,66
17.0,60,2.0,3.0,1,8.0,50,3,1.0,0,1,1,1,4,,1.0,1,63
28.0,70,3.0,3.0,1,8.0,97,2,1.0,5,1,1,-1,5,,1.0,0,70
20.0,64,3.0,2.0,1,8.0,86,2,1.0,1,2,1,0,2,3.0,1.0,0,66
25.0,70,2.0,2.0,0,7.0,85,2,1.0,1,2,1,-1,4,,1.0,0,66
23.0,67,2.0,2.0,0,8.0,71,3,1.0,2,2,1,0,4,1.0,2.0,1,66
,61,2.0,2.0,0,7.0,98,2,1.0,1,2,1,0,3,,1.0,0,62
16.0,96,2.0,2.0,0,6.0,50,3,1.0,1,2,1,1,3,1.0,1.0,0,69
26.0,60,1.0,3.0,1,6.0,54,1,1.0,1,1,1,1,1,3.0,2.0,0,63
18.0,89,2.0,,1,,90,1,1.0,1,3,1,1,2,3.0,1.0,1,68
18.0,66,2.0,3.0,0,9.0,87,2,1.0,1,2,1,1,3,,2.0,0,64
14.0,96,1.0,3.0,1,9.0,64,3,1.0,2,1,1,0,3,3.0,2.0,0,69
23.0,96,1.0,,1,10.0,80,1,1.0,3,1,1,1,3,,1.0,0,71
32.0,86,2.0,2.0,1,6.0,77,2,0.0,2,2,1,-1,4,,1.0,0,71
14.0,87,,,0,6.0,76,2,1.0,1,1,1,1,4,1.0,3.0,1,66
20.0,60,2.0,2.0,1,4.0,80,1,1.0,2,3,1,1,3,1.0,2.0,0,63
28.0,99,1.0,2.0,1,8.0,100,1,,0,2,1,1,2,,3.0,0,72
20.0,95,2.0,2.0,1,8.0,99,1,0.0,1,1,1,0,3,1.0,1.0,1,70
23.0,96,,1.0,0,9.0,99,2,1.0,0,3,1,0,2,1.0,1.0,1,71
14.0,86,1.0,1.0,1,6.0,77,2,1.0,3,3,1,0,3,,3.0,0,65
23.0,74,2.0,1.0,1,8.0,66,1,1.0,0,3,1,-1,4,3.0,1.0,1,65
19.0,96,1.0,2.0,0,6.0,78,3,1.0,1,1,1,1,2,,3.0,0,67
26.0,72,3.0,2.0,0,9.0,81,3,1.0,0,2,1,0,3,,1.0,0,68
27.0,83,2.0,2.0,1,8.0,66,2,1.0,3,2,1,1,4,1.0,3.0,1,70
36.0,64,2.0,2.0,1,5.0,82,2,1.0,2,2,1,1,2,,1.0,1,70
23.0,97,1.0,3.0,1,7.0,81,1,1.0,2,2,1,0,3,,1.0,0,72
22.0,66,2.0,3.0,0,4.0,95,2,1.0,1,1,1,0,5,1.0,2.0,0,65
21.0,69,2.0,2.0,1,5.0,62,3,1.0,2,1,1,1,3,,1.0,0,65
18.0,82,3.0,2.0,1,5.0,85,3,1.0,3,2,1,0,4,3.0,1.0,0,71
22.0,91,,3.0,1,6.0,73,1,1.0,3,3,1,1,4,3.0,1.0,0,74
18.0,85,1.0,2.0,0,7.0,56,1,,0,1,1,1,4,,2.0,0,64
21.0,69,2.0,2.0,0,7.0,66,3,1.0,1,2,1,0,4,,3.0,1,64
28.0,60,2.0,3.0,1,7.0,53,1,1.0,3,1,1,0,3,,1.0,1,65
,90,1.0,2.0,1,7.0,66,2,1.0,1,2,1,0,5,1.0,1.0,0,67
27.0,99,3.0,,0,7.0,53,1,1.0,2,1,1,0,3,1.0,1.0,0,73
28.0,92,1.0,3.0,0,5.0,96,3,1.0,1,2,1,0,3,1.0,2.0,0,72
19.0,78,,2.0,0,7.0,55,1,1.0,0,2,1,1,3,1.0,1.0,0,65
7.0,96,2.0,3.0,0,9.0,91,2,1.0,0,1,1,0,4,1.0,1.0,0,67
16.0,76,,2.0,1,7.0,95,1,1.0,2,2,1,-1,3,,,1,66
28.0,81,3.0,2.0,1,,73,1,1.0,0,2,1,-1,3,3.0,1.0,0,70
20.0,79,3.0,2.0,0,8.0,53,2,1.0,2,2,1,0,3,,2.0,1,66
,78,3.0,3.0,1,8.0,80,1,1.0,1,2,1,0,1,,1.0,1,66
17.0,91,2.0,1.0,1,7.0,62,1,1.0,3,3,1,-1,3,3.0,1.0,0,68
25.0,81,1.0,2.0,1,8.0,59,1,1.0,3,1,1,1,4,1.0,1.0,0,68
23.0,73,3.0,3.0,0,8.0,78,1,1.0,0,3,1,0,4,,2.0,1,67
,70,3.0,2.0,1,8.0,68,3,0.0,1,1,1,1,3,1.0,1.0,1,65
18.0,62,2.0,1.0,1,8.0,87,2,1.0,4,1,1,1,4,1.0,1.0,1,64
18.0,83,3.0,2.0,0,,80,3,1.0,1,3,1,1,2,1.0,1.0,0,70
14.0,69,1.0,2.0,0,5.0,91,2,1.0,0,3,1,1,3,1.0,2.0,0,63
30.0,66,2.0,3.0,0,6.0,53,1,0.0,2,1,1,1,2,,1.0,0,65
18.0,86,,2.0,1,9.0,62,2,1.0,4,2,1,-1,2,3.0,1.0,1,67
27.0,87,2.0,2.0,1,7.0,78,1,,3,1,1,-1,5,,1.0,1,71
29.0,90,,2.0,1,7.0,94,2,1.0,1,1,1,0,4,,1.0,1,73
26.0,80,2.0,2.0,0,4.0,91,1,1.0,1,1,1,0,3,,3.0,0,67
17.0,96,3.0,2.0,1,7.0,84,2,1.0,2,1,1,1,3,1.0,1.0,1,72
22.0,97,2.0,,0,,79,3,1.0,2,2,1,1,0,,3.0,0,71
20.0,92,2.0,3.0,1,,82,3,1.0,0,2,1,0,4,3.0,1.0,0,72
15.0,85,3.0,3.0,1,7.0,61,2,1.0,1,2,1,-1,3,,1.0,0,68
22.0,72,1.0,1.0,1,5.0,80,2,1.0,2,1,1,0,3,1.0,1.0,1,65
13.0,99,3.0,2.0,0,6.0,75,1,1.0,1,2,1,1,4,1.0,3.0,1,68
27.0,71,2.0,1.0,0,8.0,69,2,,1,3,1,1,4,1.0,1.0,0,67
17.0,68,2.0,2.0,0,7.0,94,3,1.0,1,3,1,0,4,1.0,2.0,1,66
21.0,78,2.0,1.0,1,6.0,91,2,1.0,0,2,1,0,1,,1.0,0,64
22.0,62,3.0,2.0,0,6.0,54,2,1.0,3,1,1,0,3,3.0,1.0,0,65
18.0,99,,2.0,0,6.0,99,2,1.0,0,1,1,0,3,,2.0,0,69
24.0,84,2.0,2.0,1,,61,2,1.0,2,2,1,1,2,,3.0,0,68
17.0,82,3.0,3.0,0,,61,2,,3,2,1,0,4,3.0,1.0,0,69
